cluster,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,0.6642713977463438,0.46663572284823784,-13.36388467993287,0.8299775433549109,0.5859322826100855,0.0013845476352593302,0.43553482777910973,0.5840356269479741,100.38947326780149,97520.59002637258
1,0.4863811958321161,0.3112309914857013,-13.205012919141753,0.060139572175155,0.7492283750998149,0.16854721226052521,0.18206969519914304,0.41325448599344305,111.9395976563768,223457.06397896583
2,0.6273453434126093,0.6936550526496181,-7.606487423120133,0.07506420778033779,0.25848452550945406,0.050702891935182896,0.19986700687396464,0.6664162309347449,124.91139657634672,226592.05251632805
